INFO 2025-07-16 11:45:05,938 middleware 44556 28792 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:50:20,494 middleware 44556 1624 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:50:20,899 middleware 44556 27728 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:50:21,110 middleware 44556 1640 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:50:29,261 middleware 44556 42136 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:50:30,134 middleware 44556 22104 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:50:30,134 middleware 44556 21208 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:50:30,780 middleware 44556 29804 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:21,306 middleware 44556 40808 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:22,162 middleware 44556 16084 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:22,162 middleware 44556 11360 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:22,729 middleware 44556 39248 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:26,074 middleware 44556 43716 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:26,186 middleware 44556 34352 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:26,654 middleware 44556 43736 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:26,952 middleware 44556 33960 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:27,265 middleware 44556 25760 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 11:51:27,530 middleware 44556 38924 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:15:15,326 middleware 42320 38696 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:15:15,327 middleware 42320 11240 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:15:16,351 middleware 42320 24588 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:15:16,351 middleware 42320 18172 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:15:17,173 middleware 42320 25672 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:15:17,173 middleware 42320 42560 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:16:41,105 middleware 42320 21524 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:16:41,438 middleware 42320 43104 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:16:41,783 middleware 42320 27700 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:16:42,090 middleware 42320 12664 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:16:42,429 middleware 42320 31572 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 14:16:42,784 middleware 42320 35396 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 20:24:47,018 middleware 42320 46248 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 20:24:47,870 middleware 42320 32064 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 20:24:48,107 middleware 42320 10504 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 20:24:49,139 middleware 42320 28824 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 20:24:49,267 middleware 42320 38004 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-16 20:24:49,898 middleware 42320 9636 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:32,298 middleware 14140 10948 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:32,950 middleware 14140 30448 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:33,208 middleware 14140 14740 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:33,780 middleware 14140 22480 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:40,690 middleware 14140 31692 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:40,690 middleware 14140 47016 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:41,354 middleware 14140 15608 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:41,648 middleware 14140 47972 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:41,990 middleware 14140 30756 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:42,245 middleware 14140 34212 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:56,720 middleware 14140 47816 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:57,559 middleware 14140 4548 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:57,560 middleware 14140 8460 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:31:58,158 middleware 14140 16752 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:32:12,607 middleware 14140 38412 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 10:32:13,259 middleware 14140 7652 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:05,730 middleware 14140 34488 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:05,731 middleware 14140 41528 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:06,475 middleware 14140 43168 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:06,937 middleware 14140 5348 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:07,374 middleware 14140 19172 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:07,655 middleware 14140 33800 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:08,110 middleware 14140 34548 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:08,832 middleware 14140 46988 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:09,072 middleware 14140 28420 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:09,727 middleware 14140 18376 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:09,983 middleware 14140 45192 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:56:10,606 middleware 14140 15260 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:24,716 middleware 14140 19016 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:24,717 middleware 14140 40936 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:25,423 middleware 14140 14256 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:25,794 middleware 14140 49280 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:26,160 middleware 14140 30068 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:26,531 middleware 14140 19584 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:29,776 middleware 14140 25496 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:30,660 middleware 14140 41528 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:30,663 middleware 14140 39248 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:31,368 middleware 14140 25836 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:44,322 middleware 14140 38708 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 11:59:44,992 middleware 14140 13644 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:18:21,259 middleware 14140 11128 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:18:22,033 middleware 14140 29052 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:18:22,292 middleware 14140 30212 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:18:23,012 middleware 14140 17504 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:19:18,678 middleware 14140 35128 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:19:19,322 middleware 14140 46052 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:40:47,961 middleware 14140 42064 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:40:48,784 middleware 14140 38596 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:40:49,039 middleware 14140 30908 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 12:40:49,654 middleware 14140 33068 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 13:15:53,638 middleware 14140 46116 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 13:15:53,639 middleware 14140 35084 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 13:15:54,270 middleware 14140 2828 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 13:15:54,683 middleware 14140 41908 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 13:15:55,034 middleware 14140 34176 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
INFO 2025-07-18 13:15:55,302 middleware 14140 28068 Schéma sélectionné: tenant_f0e6399b_fc83_4ea9_87b5_5d0b6c1e5d2b pour tenant f0e6399b-fc83-4ea9-87b5-5d0b6c1e5d2b
ERROR 2025-07-18 15:04:26,058 middleware_hybrid 29720 39784 Erreur lors de la création du tenant 764a20d3-3937-4436-93ac-4eb06f9e0a4e: ERREUR:  la transaction est annulée, les commandes sont ignorées jusqu'à la fin du bloc
de la transaction

INFO 2025-07-18 15:04:26,714 middleware_hybrid 29720 40956 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:04:27,234 middleware_hybrid 29720 31456 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:04:42,560 middleware_hybrid 29720 24452 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:04:43,095 middleware_hybrid 29720 11448 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:04:43,358 middleware_hybrid 29720 35984 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:04:43,980 middleware_hybrid 29720 32588 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:00,537 middleware_hybrid 29720 28832 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:00,671 middleware_hybrid 29720 33472 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:01,095 middleware_hybrid 29720 44732 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:01,347 middleware_hybrid 29720 41612 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:01,606 middleware_hybrid 29720 12024 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:01,874 middleware_hybrid 29720 39124 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:12,449 middleware_hybrid 29720 45212 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:12,577 middleware_hybrid 29720 45512 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:13,005 middleware_hybrid 29720 42544 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:13,324 middleware_hybrid 29720 49732 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:13,661 middleware_hybrid 29720 10904 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
INFO 2025-07-18 15:05:13,916 middleware_hybrid 29720 41824 Tenant configuré: tenant_764a20d3_3937_4436_93ac_4eb06f9e0a4e pour UUID 764a20d3-3937-4436-93ac-4eb06f9e0a4e
